ITL988-A,Olympisches Wunderöl
ZD69-02-09,Frauen am Telefon
ITL655-B,Der Hinterhalt am Sesselfelsen
ITL996-A,Donalds Alpträume
S71395,Der letzte Schrei
ICD91-A,Vorgeschichte
ITL139-BP,Die heiße Spur
ITL372-A,Der Hinterhalt in der Sierra
ICWD45-A,"Goophysseus, der Super-Athlet"
ITL1196-B,Ein ganz bestimmter Duft
ITL791-B,Gefährlicher Abfallzerkleinerer
ITL893-B,Deltiden gegen Horniden
ITL268-B,Die verschwundenen Raketen
ITL339-A,Gamma und der schwarze Komet
ITL840-A,Der Laserbohrer
ITL442-B,Benzin mit Aroma
ITL1190-B,Jota ist an allem schuld
S81175,Onkel Sams Hütte
ITL715-B,Eine kolossale Verleumdung
ITL779-A,Ein Schlag ins Wasser
ITL655-A,Die vermeintlichen Glücksbringer
ITL686-A,Der blaue Fluch
ITL690-B,Schall gegen Rauch
ITL691-C,Die Fräser-Strahlen
ITL698-A,Die Rebe des Reichtums
ITL727-E,Schicksalhaftes Schneckenrennen
ZD64-10-04,"Wie gewonnen, so zerronnen!"
ITL538-B,Eine Hand wäscht die andere
ZD69-03-09,Ein langweiliger Tag
ITL784-B,Wüstensand und Zauberstaub
ITL763-A,Wer mehrmals lügt...
ITL939-A,"Wer zuletzt lacht, ist der Dumme"
ITL1000-C,Eine faule Ausrede
ITL974-B,Rache ist süß
ITL905-B,Das Hündelkraut
ITL673-B,Alles für den Sheriff
ITL1133-A,Der verwünschte Wünschelbrunnen
WBB46-04,Der Stein des Anstoßes
ITL770-A,Gold wie Heu
ZD67-01-08,Die Steuerrückerstattung
ITL737-A,Donald setzt sich durch
ITL556-A,"Eine Seefahrt, die ist lustig"
ZD50-02-19,Verdächtige Geräusche
ITL510-B,Zustellungsprobleme
ITL448-D,Schlaflose Nächte
ITL435-B,Baulöwe in Nöten
ITL713-B,Rache ist süß
ITL548-C,Das Schmarotzerdiplom
ITL578-A,Frohe Weihnacht überall
S71366,Der selbstreinigende Backofen
ITL468-C,Taxifahrers Freud und Leid
ITL569-C,Die Schirmherrschaft
ITL1334-B,Mars-Musik
ITL1361-A,Hut ab vor Phantomias!
ITL1258-A,Der Mann auf dem Mondstrahl
ITL1221-B,Auf falscher Fährte
ITL1316-A,Entenhausen im Rock-Fieber
ITL987-A,Die Brave-Buben-Bande
ZD66-03-13,Einschlafprobleme
ITL925-AP,Die Abhöraffäre
S72060,Fasse dich kurz!
ITL392-A,Der unglückliche Gewinner
ZD45-10-28,Liebe Gäste
ITL559-B,Der Buchprüfer
ZD76-05-30,Die Flaschenpost
ITL412-A,Südseeträume
ITL373-A,Der Eierkrieg
S72364,Ein Dia mit Knalleffekt
ITL455-D,Der Tierpsychologe
ITL443-B,Der Briefmarken-Ausflug
ITL423-B,Der Kampfhahn
ZD69-12-14,Der Schlaftrunk
ITL432-B,Ein saftiges Geschäft
ITL318-B,Duell im Schnee
S69101,Das Appartement
ITL758-C,Das indirekte Rezept
S72325,Geschützte Tiere
ITL579-B,Das Glück liegt auf dem Müll
ITL569-B,Der magische Zylinder
ITL957-A,Kampf der Giganten
ITL448-A,Kanonendonner
WWDC87-16,Der letzte Tropfen
ITL517-A,Die Räuberbienen
ZD69-01-19,Die Knoblauchfalle
ITL489-A,Der geteilte Berg
ITL504-A,Die große Party
S72405,Der Helfer der Unterdrückten
ITL557-A,Die Macht der Sterne
ZD70-09-20,Der Besuch
ITL490-A,"Aktion ""Götterdämmerung"""
ITL431-A,Die Zauberglocke
ITL900-B,Der Pulverisator
ITL492-C,Die Geburtstagstorte
ITL377-A,Eine teuflische Klausel
S71346,Umweltprobleme
ITL479-B,"Andere Länder, andere Sitten"
ITL388-B,Pech auf der ganzen Linie
ITL453-A,Betrüger in Uniform
YD69-02-15,Die Reklamation
ITL483-A,Schatz-Schnitzeljagd im Schloß
ITL472-A,Das dreiköpfige Ungeheuer
ITL565-B,Räuber und Gendarm
ITL567-A,Das Ducksche Kurzentrum
ITL495-A,Der rosa getupfte Wal
ITL406-C,Seltene Dschungelpflanzen
ZD63-10-13,Daisys lange Leitung
ITL545-B,Erfindungen nach Maß
ITL666-A,Der neue Star
ZD69-01-26,Zuviel verlangt!
ITL445-C,Die Ballon-Wettfahrt
ITL428-C,Begehrte Bio-Produkte
ITL569-A,Der Polo-Pokal
ITL502-B,Düsentriebs Düsen-Dauer-Drops
ITL429-A,Ein Bombengeschäft
ITL481-A,Fliegende Banknoten
ITL561-A,Wer zuletzt lacht...
ITL528-A,Optische Täuschungen
ZD66-10-30,Ein tierischer Trick
ITL399-D,Das Schnauferl-Rennen
ITL344-B,Wilde Wasserspiele
S82102,Arbeitsplatz-Probleme
ITL532-C,Der Gesundheitsapostel
S81033,Heiteres Melodienraten
ITL396-A,Der Fußball-Kaiser
ITL707-C,Das Spezialfutter
ITL518-D,Autofahrer des Jahres
ITL460-A,Künstlerpech
S81083,Gold in der Kehle
ITL627-B,Der Eichhörnchen-Komplex
ITL466-A,Rosen für die Künstlerin
ZD70-06-28,Echter Naturalismus
ITL462-A,Die Pflichtregatta
ITL1161-B,Trautes Heim - Glück allein
S79099,Maskottchen nach Maß
ITL419-A,Donald bleibt am Ball
S71187,Ohne Fleiß kein Preis
ITL415-D,Das Talerbäumchen
ITL575-A,Der Truthahn-Angler
ITL1131-A,Fliegende Nuggets
ITL1133-B,Der Saloon-Star
ITL1138-B,Ein wirksames PR-Mittel
S79213,Stadträuber auf dem Lande
S71223,Der Schilderstreich
ITL1044-A,Das Lied der Prärie
ITL1105-C,Onkel Gildos Goldmine
ITL1192-B,Der Palast des großen Plunka
ITL1099-A,Auf den Spuren des Mittelalters
ITL1037-B,Die Gipfelrose
ITL1019-C,Die Oi-Oi-Fliege
WWDS8-02,Der Held des Tages
ITL1049-A,Gittas Zauberkünste
S81034,"Donald, das Ski-As"
WDAD21-01,Tauschprobleme
ITL1101-B,Goldige Aussichten
S80164,Eine schwere Entscheidung
ITL1108-B,Der Diamant im Krokant
ITL1121-A,Auf Robinson Crusoes Spuren
ITL1014-B,Es grünt so grün...
ITL1018-A,Der Blütendetektor
ITL1047-B,Ferien vom Ich
ITL1148-B,Das grinsende Monster
ITL1020-A,Leerlauf
S81105,Die guten alten Zeiten
ITL1032-A,Eine Hand wäscht die andere
ZD69-03-23,Donald als Meisterkoch
ITL1030-B,Das Zauberwasser
ITL604-B,Der Zauberlehrling
ITL433-A,Goofy Holmes
ITL510-C,"Agentur ""Sorglos leben"""
ITL446-A,Der Fieselschweif-Azubi
ITL320-B,Ein dicker Fisch im Netz
ITL467-B,Ein Bärenzahn als Talisman
ITL694-B,Aufschlußreiche Aufnahmen
ITL413-A,Fragwürdige Urlaubsfreuden
ZM80-10-19,Die Versuchung
S70210,Ansichtssache
ITL1132-A,Der Geistergeiger
ITL1166-A,Drei Neffen auf Abwegen
ZD64-09-13,Das Spar-Rezept
ITL1156-B,Bösen Mächten ausgeliefert
ITL1090-B,Kuriose Computerspiele
ITL720-C,Der Zeitungskrieg
S82018,Der Frosch-Hüpfwettbewerb
ITL469-A,Angeln will gelernt sein
S81114,Der Eindringling
ITL1147-A,Donald und der Geheimcode
ITL1175-BP,Die Goldsonde
ITL1143-A,Das Bärenfell
ITL789-B,Ein nützliches Produkt
ITL353-A,Eine feine Gesellschaft
ITL1117-C,Der Trompeter vom Fort Attacke
ITL1213-A,Die Retourkutsche
YD82-11-24,Momentaufnahmen
ITL1206-A,"Donald, der rasende Reporter"
S71269,Ein fürstliches Zimmer
ITL1493-A,Moderner Medienkampf
ITL1155-A,Der ansteckende Bumerang
ITL1383-B,Die Insel für Millionäre
WJW69-01,Der Nachwuchs-Glückspilz
ITL1070-B,Gleichberechtigung
ITL1092-C,Gefahr im Anflug
ITL1051-A,Trickreiche Goldschmuggler
ITL1083-A,Der Sonarpeiler
ITL1090-A,Der Stern des Südens
S72261,Eine einmalige Attraktion
ITL1110-B,Das Melonen-Millionengeschäft
S76185,Der doppelte Donald
ITL1558-A,Der Stein der Gesundheit
WDD137-04,Die Popcorn-Piste
ITL1119-A,Eine gerechte Strafe
ITL1187-A,Onkel Dagobert auf Abwegen
ITL1164-B,Heißbegehrter Doktortitel
ITL824-B,Donald im Streß
ITL1099-B,Expedition ins Glitzersteintal
ITL1536-B,Die Topfkomödie
S84016,Begegnung mit der Kunst
S81147,Der Meisterdetektiv
ITL1065-A,Der mobile Geldspeicher
ITL1396-A,Die Ducks... vom Winde verweht
ITL1545-A,Das Reich der Töne
ITL1280-A,Das Geheimnis der Inka-Prinzessin
ITL1446-BP,Der Retter von Venedig
ITL1397-A,Die Ducks... vom Winde verweht - Kapitel 2
ITL1398-A,Die Ducks... vom Winde verweht - Kapitel 3
ITL1399-A,Die Ducks... vom Winde verweht - Kapitel 4
ITL1400-A,Die Ducks... vom Winde verweht - Kapitel 5 und Schluß
ITL1501-BP,Der große Preis vom Erpelheimring
ITL1462-AP,Die umgekehrte Pyramide
S83137,Die Schule des Glücks
ITL1438-AP,Die elektronische Revolution
ITL1555-BP,Der Kiwi-Krieg
ITL1409-A,Die Abenteuer von Marco Polo Episode 1 - Die Arche
ITL1410-A,Die Abenteuer von Marco Polo Episode 2 - Bis zur großen Mauer
ITL1411-A,Die Abenteuer von Marco Polo Episode 3 - Mission in Saianfu
ITL1412-B,Die Abenteuer von Marco Polo Episode 4 und Schluß - Die Prinzessin Cocacin
B850070,Die Sternenamazone
ITL1466-B,Die Reise zum Mittelpunkt der Erde Teil 1
ITL1467-AP,Die Reise zum Mittelpunkt der Erde Teil 2
YD68-11-27,Das Rundschreiben
ITL1491-A,Dollivers Reisen - Ein Abenteuer in Lilliput
ITL1492-A,Dollivers Reisen - Im Reich der Riesen
ITL1512-AP,Die Lichterkrone
ZX75-02-16,"Köpfchen, Köpfchen"
ITL1565-A,Das Geheimnis des alten Schlosses
ZD45-12-16,Die Notlösung
ITL1587-A,Der Lauf des Wassers
ITL1529-AP,Die Nacht der Stars
ITL1403-AP,Die Fehde von Entenhorst
D7962,Die Hochseeregatta
ITL1486-AP,Das Gespenst in der Oper
ITL1341-AP,Das Erbe des Boy Bongo
S73070,Dreifach genäht hält besser
ITL1561-AP,Der Schatz des Priamos
ITL1573-A,Der vergessene Schrein
ITL1604-AP,Krieg und Frieden
ITL1541-AP,Faule Tricks auf BMX
DAT255-B,Der Lachsaurier
ZM78-10-08,Die ideale Entspannung
ITL1588-A,Abenteuer-Urlaub für Millionäre
ITL1455-BP,Grün ist Leben
ITL1600-A,Mit 80 Talern um die Welt
ITL1452-AP,Aus dem Leben des bedeutenden Seefahrers Christoph Kolumbus alias Micky Maus
ITL1009-AP,Die fliegenden Eisberge
D7424,Die Geisterstadt
ITL1411-BP,Das gläserne Schwert
ITL1569-C,Weihnachten im Weltraum
ITL1464-BP,Das Turnier von Asgardland
ITL1517-A,Die Rückkehr des Fürsten von Niflheim
ZX74-03-31,Die Spürnase
IAT324-B,Das mißbrauchte Geschenk
IAT318-C,Der Ersatz-Schatz
ITL1532-CP,Die Welt ohne Zeit
ITL1167-AP,Entführt!
ITL1111-C,Das falsche Gepäck
ITL1591-AP,Eine Tolle Erfindung
ITL1172-AP,Tulpen aus dem All
D7980,Der Elfenbeinstamm
ITL1263-AP,Der Kampf der Kunstbanausen
B850028,Das Anzeigenas
ITL1228-B,Fischgeflüster
ITL1616-AP,Die Bergung der Gigantic
ITL1365-B,Satelliten in Gefahr
ITL1417-AP,Der vertrackte Vertrag
ITL1543-AP,Das Scherbenmonster
ITL1405-AP,Zwietracht aus dem All
ZX73-09-09,Mexikanische Hitze
ITL1538-AP,Eine Stadt im Kunststoff-Fieber
ITL1639-AP,Die Macht der Magie
ITL1648-A,Der Duft des Geldes
ITL1584-A,Das fatale Pokalfinale
ITL1381-A,Der Aushilfs-Verleger
ITL1104-AP,Machtkampf um den Nordend-Sumpf
ITL1057-AP,Die Klima-Krise
ITL1016-AP,Die Gedankenuhr
ITL1031-A,Die Dolmetsch-Pille
ITL1183-B,Das indianische Tauschgeschäft
ITL1614-AP,100 Jahre Automobil
ITL1705-AP,Seoul 1988 - Olympisches Fieber
B790084,"Rette sich, wer kann!"
ITL1638-AP,"Atlantis, der versunkene Kontinent"
S72366,Der Baum der Zwietracht
ITL1588-C,Das Geheimnis der Dolmen
S74113,Die Karte für den Chef
ITL1620-A,Die Legende vom Panettone
ITL1098-B,Der Held der sieben Meere
ITL1662-AP,Liebe auf den ersten Blick?
ITL1552-A,Abenteuer in Disneyland
ITL1243-AP,Im Reich der Sterne
ZM76-09-19,Fallstricke der Technik
ITL1553-AP,Die Ritter der Tafelrunde
ITL1301-BP,Das Monster aus dem Eis
ITL1459-A,Der phantastische Tokamak
ITL1651-A,Die Schatz-Rallye
ITL1137-AP,Die neue Eiszeit
ITL1668-AP,Attila der Hunnenkönig
ITLE2-A,Die Münze des Jajavaran
ITL1660-A,Die geheimnisvollen Ausserirdischen
ITL1602-A,Die rätselhafte Amphore
ITL1673-AP,Traum oder Wirklichkeit?
ITL1672-A,Wissen ist Macht
ITL1688-A,Nur wer die Sehnsucht kennt
ITL1507-AP,Der Raub der Kronjuwelen
ITL1416-A,Der schwebende Geldspeicher
ITL1071-A,Kampf um den Mondsand
ITL1514-AP,Der Rasterax 2000
ITL1675-A,Der Superschnee
ITL1584-BP,Der Schatz der Santa Rita
IAT262-B,Jeder ist seines Glückes Schmied...
S83155,Die gute Absicht zählt...
ITL1094-AP,Heißes Gold
ITL1378-AP,Das Geheimnis von Psathoúra
ITL1107-AP,Der Solarspiegel
ITL1566-AP,Abenteuer im Orientexpress
S81145,Der Bürger Nummer eins
ITL1425-A,Messère Ducato Kapitel 1: Die Verbannung
ITL1426-A,Messère Ducato Kapitel 2: Der Hungerturm
ITL1427-A,Messère Ducato Kapitel 3: Die falschen Fiorini
ITL1428-A,Messère Ducato Kapitel 4: Die Piraten von Montecristo
ITL1429-A,Messère Ducato Kapitel 5: Die Grotte der Winde
ITL1430-A,Ser Ducato Kapitel 6: Lorenzo der Prächtige
ITL1431-A,Ser Ducato Kapitel 7: Aufbruch in die neue Welt
ITL1281-AP,Die außergewöhnliche Stravigari
S82097,Ein blitzgescheiter Vortrag
ITL1434-A,Ein Schluckauf mit Folgen
ITL1564-B,Partner wider Willen
ITL1418-AP,König Bubanassars Arche
ITL1631-AP,Die fantastische Welt von Ot
ITL1540-BP,Der weiße Elefant
ITL1386-A,Ein aufdringlicher Begleiter
D10018,Landung auf der Sonne
ITL1249-AP,Invasion der Robot-Eulen
ITL1471-AP,Die Diamantenminen von Konga
ITL1389-A,Die fliegende Münze
ITL1625-AP,Der Krieg der Welten
ITL1251-AP,Der Trick mit dem Saturnium
ITL1679-A,Der Tiger von Masalia
ITL1238-AP,Der geheimnisvolle Kontinent Mu
ITL1327-AP,Das schwarze Loch
ITL1128-AP,Das Geheimnis des Bermuda Dreiecks
ITL1200-A,Tarzonald und das Molken-Per
ITL1699-AP,Goldene Träume
ITL1693-A,"""Im Namen der Mimose"""
ITL1401-BP,Die eisigen Minen
ITL1695-BP,Die Galerie auf Rädern
ITL1691-B,Zurück zur Natur
ITL1743-AP,Das Geheimnis der Silberleuchter
ITL1739-AP,Die gefürchtetste Klinge des Landes
ITL1729-A,Die Taschenkrebse von Goldonien
ITL1716-AP,Das verlorene Testament
ZM73-10-07,Der widerspenstige Liegestuhl
ITL1707-AP,Phantomias und Bubble Billy
ITL1730-D,Der Geist des Mandarins
ITL1719-A,Das japanische Juwel
ITL1738-AP,Die Welt der Spione
D9920,Wunsch erfüllt?
ITL1569-B,Minnesängers Freud und Leid
ITL1724-AP,Die Jäger des verlorenen Tempels
ITL1754-C,Das Talermonster
ITL1750-AP,Die Stadt im Eis
ITL1741-AP,Der Kaugummi-Krieg
ITL1721-AP,Agent 007 - Die Affäre Goldelizius
ITL1307-A,Die rätselhaften Raumblasen
ITL1434-B,Die Pilz-Bande
ITL1456-AP,Die Sportskanonen
ITL1697-AP,Der Wächter des Waldes
IAT327-A,Keiner darf gewinnen
ITL1421-AP,Das Ende einer Testfahrt
FJM82045,Ein Spitzenhotel!
DAT251-B,Die Verwandlung der Kaltfußindianer
ITL1682-B,Gold unter Wasser
ITL1753-BP,Das Zauberzepter von Harlech
ITL1644-B,Die Nacht des Werwolfs
ITL1225-AP,Das geheimnisvolle Geisterhaus
S85197,Es lebe der technische Rückschritt!
ITL1745-C,Ein romantisches Abenteuer
ITL1758-A,Der magische Ring 1. Teil: Das Gold der Diebelungen
ITL1759-C,Der magische Ring 2. Teil: Kriemundels Zaubertrank
ITL1760-A,Der magische Ring 3. Teil: Der Kampf um den magischen Ring
ITL1489-AP,Tips für Taucher
ITL1572-A,Der Weltraum-Wettkampf
ITL1671-AP,Der verschwundene Regisseur
ITL1766-C,Urlaub in Venedig
ITL1739-D,Der goldene Krieger
ITL1764-A,Das verrückte Mausoleum
ITL991-A,Phantomias und das Indianerland
ITL1468-AP,"Die ""Froschkönigin"""
ITL1714-AP,Unheimliche Begegnungen
ITL1718-A,"Das ""Projekt Zeiteis"""
ITL1749-A,Im Reich von Richard Löwenherz
ITL1499-A,Der Schiefe Turm von Pisa
ITL1666-B,Abenteuer in Xochiuacan
ITL1761-A,Matrose wider Willen
B850030,Ein guter Riecher
ITL1760-BP,"Der ""Krieg der Nachrichten"""
ITL1775-A,Der Dimensions-Sprung
ITL1747-AP,"Gefahr erkannt, Gefahr gebannt?"
ITL971-A,Und ewig sprudeln die Ölquellen
ITL1775-I,Park-Probleme
ITL1769-AP,"""Die Verlobten"""
ITL1730-C,Die Schneeplastik
ITL1705-B,Der Unglücksbringer
ITL1706-AP,Im Zauberland der sieben Zwerge
ITL1767-AP,Im Land der Träume
ITL1759-B,Das Verkaufsgenie
ITL1755-A,Die rätselhafte Schatzkarte
ITL1637-A,Bahn frei! Das heitere Ratespiel...
ITL1731-A,Der Schatz der Teufelszinne
ITL1784-CP,Die Abenteuer des Mick Sawyer
ITL1605-A,Der goldene Löwe
ITL1756-A,Ein ruhiges Leben
ITL1703-B,Die langrüssligen Schnüffeltrüffler
ITL1772-B,Eine fetzige Alarmanlage
ITL1720-B,Pioniere im Weltall
ITL1736-A,Phantomias und die Dünnli-Diät
ITL1520-AP,"Wer fliegt, hat mehr vom Leben"
ITL1401-A,Die Brücke von Messina
ITL1633-A,Das Geheimnis des Atlanta Vierecks
ITL1782-A,Die Königin vom verlorenen See
ITL1783-D,Nachbarschaftshilfe
ZX57-04-21,So war das nicht gedacht...
ITL1783-A,Abenteuer im Regenwald
ITL1791-CP,Aufruhr im Weltraum
ITL1695-AP,Ein tolles Spiel
ITL1780-D,Das Geheimnis des Silbertals
ITL1751-C,Ein sinnvoller Sinneswandel
ITL1366-A,Der unsichtbare Freund
ITL1789-A,Das Gespenst von Canterville
ITL1605-B,Antike Geschäfte
B850096,Das Findelkind aus dem All
ITL1678-A,Das verschwundene Modellkleid
ITL1780-A,Die zwölf Namen - Der Tierkreisstein Episode 1
ITL1781-A,Im Tal der Skorpione - Der Tierkreisstein Episode 2
ITL1782-C,Mit Zins und Zinseszins - Der Tierkreisstein Episode 3
ITL1783-B,Der Tiger ist los - Der Tierkreisstein Episode 4
ITL1784-A,Sternenmode - Der Tierkreisstein Episode 5
ITL1785-B,Abenteuer auf Hawaii - Der Tierkreisstein Episode 6
ITL1797-AP,Kampf auf der Spitze
ITL1786-C,Der doppelte Graf - Der Tierkreisstein Episode 7
ITL1787-A,Lucius Spectaculus - Der Tierkreisstein Episode 8
ITL1788-A,Unter tropischer Sonne - Der Tierkreisstein Episode 9
ITL1789-B,Schwarzbarts Schatz - Der Tierkreisstein Episode 10
ITL1790-A,Der Wunder-Widder - Der Tierkreisstein Episode 11
ITL1791-A,Das Vermächtnis des Zodiakus - Der Tierkreisstein Episode 12
ITL1384-B,Kosmischer Buchstabensalat
ITL1809-AP,Die Ballade von Cathy und Bill
ITL1794-C,Ein ganzes exklusives Modell
ITL1794-A,Der indische Tempel
ITL1602-B,Urlaub total
ITL1802-AP,Die Insel der Glücksbringer
ITL1708-B,Ein stressfreies Wochenende
ITL1807-C,Vetternwirtschaft
ITL1810-AP,Das Geheimnis von Paris
ITL1012-AP,Überfall im Eulencanyon
ITL1704-A,Gefrässige Bakterien
ITL1681-B,Auch Sterne können lügen...
ITL1757-C,Moderne Energieformen
ITL1709-B,Der Geist des blauen Korsaren
ITL1812-B,Der wahre Pioniergeist
ITL1812-AP,Expedition ins Jussara-Tal
ITL1813-C,Viel Lärm um Nichts
ITL1817-AP,Der Kampf der Finsternis gegen das Licht
ITL1768-C,Die Zeitschachtel
ITL1813-A,Die verschwundenen Forscher
ITL1808-D,Der außerirdische Warmblüter
D10074,Das neue Rad
ITL1805-D,Der Hexentaler
ITL1820-DP,Gefangen in Harlech
ITL1814-C,Ein unverbesserlicher Wohltäter
ITL1631-C,Gangster aus dem Untergrund
ITL1798-C,Händel mit den Göttern
ITL1301-A,Das See-Ungeheuer
ITL1825-A,Der goldene Totempfahl
ITL1824-AP,Das große Vorbild...
ITL1786-AP,Der reichste Mann des Universums
ITL1814-AP,Ein Lied für Kaiser Nero
ITL1788-DP,Eine fast saubere Sache
ITL1829-AP,Martin der Seefahrer und die Perlen der Südsee
ITL1827-AP,Paramount Picture präsentiert: Die letzte Pyramide
ITL1823-A,Das Schloss der Glenna O'Duck
S82098,Das pure Nichts...
ITL1829-B,Ein spärlicher Esser
ITL1828-A,Ein Fall fürs blaue Telefon
ITL1825-B,Und wieder was weggeschafft!
ITL1816-AP,Die vertrackte Hausknechtanlage
D88212,In die Enge getrieben
ITL1832-C,Der Schmutzgeier schlägt zu
ITL1833-AP,Die Intergalaktische Friedensflotte - Der Allmeister rettet die Welt
ITL1818-C,Das Gold in der Strippe
ITL1431-B,Der verlorene Tempel
ITL1833-C,Ein ganz schwarzer Tag
ITL1575-A,Den Grossfüsslern auf der Spur
ITL1831-D,Der Lohn des Sauriers
ITL1793-B,Kosmische Albträume
ITL1817-BP,"Spieler, Tore und Moneten"
ITL1834-AP,Das verzögerte Telefonat
ITL1761-D,Vom Blitz verfolgt
ITL1586-C,Wer will Wunderweiß erpressen?
ITL1821-A,Rivalen der Liebe
ITL1799-AP,Der dreizähnige Drache
ITL1839-A,Auf König Midas´ Spuren
ITL1844-BP,Die Geheimwaffe des Pharaos
ITL1837-C,Eine platzsparende Erfindung
ITL1841-B,Zu Besuch im alten Rom
B850040,Total normal...
ITL1842-A,Das Pendel des Ekol
ITL1800-A,Die Sieben Weltwunder 1. Episode: Der Zauberwürfel des Duckentmammon
ITL1801-A,Die Sieben Weltwunder 2. Episode: Die hängenden Gärten von Duckylon
ITL1802-C,Die Sieben Weltwunder 3. Episode: Die Statue des olympischen Zeus
ITL1803-A,Die Sieben Weltwunder 4. Episode: Der Tempel der Gaukelis
ITL1804-C,Die Sieben Weltwunder 5. Episode: Das Mausoleum zu Dagikarnass
ITL1805-A,Die Sieben Weltwunder 6. Episode: Der Koloss von Glykslos
ITL1806-A,Die Sieben Weltwunder 7. Episode: Der Leuchtturm von Duckandria
S84100,Der Tierfreund
B790026,Ein seltsamer Besucher
ITL1846-DP,"""1-2-3 ist stets dabei!"""
B880175,Ein Fest mit Hindernissen
ITL1846-AP,Kampf der Galaxien: Die geheime Garnison
ITL1807-AP,Schatzsuche um jeden Preis
ITL1772-C,Die schwimmende Insel
ITL1645-CP,Ein gefährlicher Tausch
ITL1848-C,"Spieglein, Spieglein in der Hand..."
ITL1692-A,Die unglaubliche Tick-Tack-Welt
ITL1853-C,Die Jagd nach dem Glücksbringer
ITL1848-B,Das kleine Gänsewüstchen
ITL1855-C,Aus Gittas Tagebuch - Eine Braut zuviel
ITL1861-B,Der unheimliche Tempel
ITL1857-AP,Eine süße Verwechslung
ITL1862-AP,Kater Karlos Klassentreffen
ITL1858-E,Technik gegen Hexenkunst
ITL1849-C,Ein Durchschnittspaar gesucht!
ITL1833-D,Gefangen im Teufelskessel
ITL1864-B,Der Schmutzgeier ist wieder da!
ITL1868-A,Die rätselhafte Pyramide
ITL1865-AP,Die wunderbare Ferienwelt
S83085,Treffsichere Golfspieler
ITL1865-BP,Im Tal der Redensarten
ITL1867-D,Der gute alte 313
Originaltitel:25JahreWaltDisneysLUSTIGESTASCHENBUCH,25 Jahre Walt Disneys LUSTIGES TASCHENBUCH
ITL1875-AP,Die Verwandlung des Gregor Ducksa
ITL1872-B,Das Geheimnis des William Mauspeare
ITL1863-AP,Schaurige Schalmeienklänge
ITL1873-AP,Entführung im Dschungel
ITL1843-BP,Die Tumtumpa-Bäume
ITL1870-A,Das Sorgentelefon: Die Mutprobe
ZS39-11-26,Unrecht Gut gedeihet nicht
ITL1495-AP,Olympia in Entenhausen
ITL1877-AP,"Die Spukdimension ""M"""
ITL1793-AP,Wetterfeste Wolkenspeicher
ITL1866-C,Sterne lügen nicht!
ITL1872-AP,Ein unerfüllter Kindheitstraum
ZS39-10-22,Das Geburtstagsgeschenk
ITL1888-AP,Lohnendes Donnerwetter
ITL1889-AP,Das Geheimnis der Nautilus
ITL1884-BP,Prinzessin Marbellas großer Kummer
ITL1890-AP,Dem Yeti auf der Spur
D9280,"Wie gewonnen, so zerronnen!"
ITL1886-C,Alte Liebe rostet nicht!
ITL1886-AP,Der mysteriöse Heidelbeerlikör
ITL1884-A,Das Tal der sieben Sonnen
ITL1795-AP,Der Doppelgänger im All
ITL1875-S,Schwer auf Draht
ITL1885-C,Komödie der Wirrungen
ITL1869-C,Die Superbremsen
ITL1894-BP,Die Jagd auf Karte Nr.1
ITL1896-CP,Rätsel um Dick Goof
ITL1811-C,Der rote Stein von El Dorado
FJM90253,Kunst kommt nicht von Können
ITL1895-A,Fernsehsüchtig!
ITL1887-A,Der neue Gehrock
ITL1891-AP,Die Giganten von El Dorado
D8236,Die Spur führt nach Rom
ITL1910-A,Der verhinderte Entdecker
ITL1897-C,Der Pantoffel des Kaisers
ITL1909-E,Der geheimnisvolle DANNY-X
ITL1901-A,Die letzte Seite
ITL1904-A,Vom Regen in die Traufe
ITL1899-B,Das Überraschungsei
ITL1878-C,Eine selbstlose Entscheidung
ITL1808-A,Träume sind Schäume
ITL1871-D,Satellitenjagd im Weltraum
ITL1880-C,Kampf gegen den Abstieg
ITL1892-D,Die neue Statue
ITL1905-AP,Die rätselhaften Zwillingsvölker
ITL1857-CP,Die Geschichte steht kopf
ITL1908-D,Sicherheit hat ihren Preis
ITL1894-A,Grüne Erkenntnis
ITL1909-AP,Das Geheimnis der Etrusker
ITL1904-HP,Eine finanzpolitische Lektion
ITL1913-E,Der Traum vom Großen Onkel
ITL1912-AP,Das Geheimnis der Wanderinsel
ITL1913-A,Dabei sein ist alles
ITL1911-E,Das rätselhafte Truthahnbild
ITL1910-B,Himmlische Ferien
B850015,Tante Agathe naht...
ITL1911-AP,Der Golfschreck mit der Wunderkeule
ITL1917-B,Ein entspannendes Hobby
ITL1914-A,Das Geheimnis der Statue
ITL1909-D,Die Suche nach dem Feuer
ITL1895-C,Eine Farbe verschwindet
ITL1918-DP,Der entführte Komet
ITL1915-AP,Der Schatz des Captain Kidd
ITL1902-A,Die Zauberglocke
ITL1909-BP,Gamma in Gefahr
ITL1799-B,In geheimer Mission
ITL1916-C,Die verschwundenen Meisterköche
ITL1915-B,Der Poseidon-Cup
ITL1917-AP,Das süße Geheimnis von Twin Goof
ITL1746-C,Der Schattenspender
ITL1923-DP,Eine fantastische Reise
ITL1920-CP,In der Zukunft verschollen
ITL1924-BP,Das Zauber-Spray
ITL1923-B,Gauner gegen Gauner
ITL1918-B,So ein Käse!
ITL1735-B,Des Ruhmes Last
ITL1928-A,Der Werbewettbewerb
ITL1931-D,Die Rückkehr des Dr. Krantz
ITL1929-CP,Der Bann der Naslinge
